URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/immunizations-measles/ValueSet/VSMeaslesVaccineProducts,0.1.0,active,,VSMeaslesVaccineProducts,MeaslesVaccine Products ValueSet - OCL,"0.1.0","StructureDefinition/CatMeaslesImmunization","Internal"
